Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,196,-1.0,,
Existants,J2,1,0,-1,272,-1.0,-1.0,
Existants,J3,37,37,0,170,36.0,0.0,
Existants,J4,98,69,-29,269,68.0,-0.3,
Existants,J5,129,35,-94,216,34.0,-0.73,
Existants,J6,296,613,317,264,612.0,1.07,
Existants,J7,48,81,33,219,80.0,0.69,
Existants,J8,205,226,21,208,225.0,0.1,
Existants,J9,534,638,104,143,637.0,0.19,
Existants,J10,494,379,-115,270,378.0,-0.23,
Existants,J11,258,183,-75,209,182.0,-0.29,
Existants,J12,0,0,0,71,-1.0,,
Existants,J13,0,0,0,181,-1.0,,
Existants,J14,435,528,93,183,527.0,0.21,
Nouveaux acceptés,J15,,693,,406,1.71,,
Nouveaux acceptés,J16,,506,,423,1.2,,
Nouveaux acceptés,J17,,573,,278,2.06,,
Nouveaux acceptés,J18,,709,,268,2.65,,
Nouveaux acceptés,J19,,203,,341,0.6,,
Nouveaux acceptés,J20,,631,,402,1.57,,
