Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,84,84,0,0,0,0.0,0,303,93
Existants,J2,1.0,140,140,0,0,0,0.0,0,303,167
Nouveaux acceptés,J3,1.0,,280,,,106,106.0,,303,174
Nouveaux acceptés,J4,1.0,,209,,,75,75.0,,303,134
Nouveaux acceptés,J5,1.0,,303,,,82,82.0,,303,221
