Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,159,141,-18,181,140.0,-0.11,
Existants,J2,11,11,0,162,10.0,0.0,
Existants,J3,0,0,0,55,-1.0,,
Existants,J4,288,674,386,131,673.0,1.34,
Existants,J5,0,0,0,108,-1.0,,
Existants,J6,0,0,0,190,-1.0,,
Existants,J7,309,502,193,176,501.0,0.62,
Existants,J8,87,284,197,197,283.0,2.26,
Nouveaux acceptés,J9,,191,,214,0.89,,
Nouveaux acceptés,J10,,611,,398,1.54,,
Nouveaux acceptés,J11,,432,,424,1.02,,
Nouveaux acceptés,J12,,265,,284,0.93,,
Nouveaux acceptés,J13,,70,,191,0.37,,
Nouveaux acceptés,J14,,7,,392,0.02,,
Nouveaux acceptés,J15,,545,,369,1.48,,
