Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,177,177,0,59,59,59.0,0,177,118
Existants,J2,1.0,129,129,0,0,0,0.0,0,177,130
