Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,177,187,10,59,69,69.0,10,319,118
Existants,J2,1.0,129,129,0,0,0,0.0,0,319,130
Nouveaux acceptés,J3,1.0,,319,,,117,117.0,,319,202
Nouveaux acceptés,J4,1.0,,234,,,46,46.0,,319,188
