Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,151,151,0,51,51,51.0,0,344,100
Existants,J2,1.0,94,94,0,0,0,0.0,0,344,121
Nouveaux acceptés,J3,1.0,,287,,,54,54.0,,344,233
Nouveaux acceptés,J4,1.0,,223,,,8,8.0,,344,215
Nouveaux acceptés,J5,1.0,,344,,,129,129.0,,344,215
