Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,64,-1.0,,
Existants,J2,0,0,0,80,-1.0,,
Existants,J3,2,7,5,92,6.0,2.5,
Existants,J4,115,299,184,128,298.0,1.6,
Existants,J5,156,132,-24,164,131.0,-0.15,
Existants,J6,54,99,45,91,98.0,0.83,
Nouveaux acceptés,J7,,166,,297,0.56,,
Nouveaux acceptés,J8,,12,,244,0.05,,
Nouveaux acceptés,J9,,362,,336,1.08,,
Nouveaux acceptés,J10,,275,,356,0.77,,
Nouveaux acceptés,J11,,222,,353,0.63,,
Nouveaux acceptés,J12,,4,,355,0.01,,
