Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.83,75,80,5,0,0,0.0,0,184,97
Nouveaux acceptés,J2,0.19,,184,,,55,10.3,,184,129
Nouveaux acceptés,J3,0.4,,120,,,0,0.0,,184,122
Nouveaux acceptés,J4,0.27,,141,,,50,13.3,,184,91
