scenario,inst,variant,delta_ratio,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time
s,same_costs,instance_3_late,0.2,2,3,1,1,1/1,1.0,262,91,91.0,353.0,2.5410633329302073
