Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,196,-1.0,,
Existants,J2,1,1,0,272,0.0,0.0,
Existants,J3,37,37,0,170,36.0,0.0,
Existants,J4,98,98,0,269,97.0,0.0,
Existants,J5,129,129,0,216,128.0,0.0,
Existants,J6,296,296,0,264,295.0,0.0,
Existants,J7,48,48,0,219,47.0,0.0,
Existants,J8,205,205,0,208,204.0,0.0,
Existants,J9,534,413,-121,143,412.0,-0.23,
Existants,J10,494,435,-59,270,434.0,-0.12,
Existants,J11,258,258,0,209,257.0,0.0,
Existants,J12,0,0,0,71,-1.0,,
Existants,J13,0,0,0,181,-1.0,,
Existants,J14,435,435,0,183,434.0,0.0,
Nouveaux acceptés,J15,,6,,770,0.01,,
Nouveaux acceptés,J16,,170,,713,0.24,,
Nouveaux acceptés,J17,,156,,665,0.23,,
Nouveaux acceptés,J18,,212,,719,0.29,,
Nouveaux acceptés,J19,,369,,685,0.54,,
Nouveaux acceptés,J20,,271,,721,0.38,,
