Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,43,43,0,61,42.0,0.0,
Existants,J2,46,46,0,92,45.0,0.0,
Existants,J3,0,0,0,73,-1.0,,
Existants,J4,113,118,5,124,117.0,0.04,
Nouveaux acceptés,J5,,276,,278,0.99,,
Nouveaux acceptés,J6,,400,,234,1.71,,
Nouveaux acceptés,J7,,206,,268,0.77,,
Nouveaux acceptés,J8,,0,,264,0.0,,
Nouveaux acceptés,J9,,203,,361,0.56,,
Nouveaux acceptés,J10,,150,,254,0.59,,
Nouveaux acceptés,J11,,106,,265,0.4,,
Nouveaux acceptés,J12,,231,,263,0.88,,
