Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,386,550,164,106,549.0,0.42,
Existants,J2,411,537,126,148,536.0,0.31,
Existants,J3,57,57,0,186,56.0,0.0,
Existants,J4,0,0,0,198,-1.0,,
Existants,J5,35,35,0,64,34.0,0.0,
Existants,J6,0,0,0,96,-1.0,,
Existants,J7,186,379,193,138,378.0,1.04,
Existants,J8,313,321,8,146,320.0,0.03,
Nouveaux acceptés,J9,,474,,337,1.41,,
Nouveaux acceptés,J10,,39,,283,0.14,,
Nouveaux acceptés,J11,,0,,297,0.0,,
Nouveaux acceptés,J12,,589,,320,1.84,,
Nouveaux acceptés,J13,,476,,378,1.26,,
