Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,329,329,0,230,328.0,0.0,
Existants,J2,204,204,0,197,203.0,0.0,
Existants,J3,307,307,0,206,306.0,0.0,
Existants,J4,0,0,0,212,-1.0,,
Existants,J5,133,133,0,100,132.0,0.0,
Existants,J6,0,0,0,205,-1.0,,
Existants,J7,104,104,0,180,103.0,0.0,
Existants,J8,277,277,0,181,276.0,0.0,
Existants,J9,0,0,0,260,-1.0,,
Existants,J10,455,510,55,199,509.0,0.12,
Existants,J11,0,0,0,214,-1.0,,
Nouveaux acceptés,J12,,162,,636,0.25,,
Nouveaux acceptés,J13,,262,,632,0.41,,
Nouveaux acceptés,J14,,229,,598,0.38,,
Nouveaux acceptés,J15,,120,,528,0.23,,
