Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,50,50,0,0,0,0.0,0,253,62
Existants,J2,1.0,102,102,0,25,25,25.0,0,253,77
Nouveaux acceptés,J3,1.0,,211,,,48,48.0,,253,163
Nouveaux acceptés,J4,1.0,,253,,,41,41.0,,253,212
Nouveaux acceptés,J5,1.0,,150,,,0,0.0,,253,165
