Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,32,32,0,112,31.0,0.0,
Existants,J2,109,127,18,115,126.0,0.17,
Existants,J3,101,114,13,164,113.0,0.13,
Existants,J4,0,0,0,152,-1.0,,
Nouveaux acceptés,J5,,250,,293,0.85,,
Nouveaux acceptés,J6,,131,,255,0.51,,
Nouveaux acceptés,J7,,404,,294,1.37,,
Nouveaux acceptés,J8,,127,,265,0.48,,
Nouveaux acceptés,J9,,388,,219,1.77,,
Nouveaux acceptés,J10,,136,,294,0.46,,
Nouveaux acceptés,J11,,0,,199,0.0,,
Nouveaux acceptés,J12,,39,,286,0.14,,
Nouveaux acceptés,J13,,466,,300,1.55,,
Nouveaux acceptés,J14,,171,,302,0.57,,
