Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,266,198,-68,287,197.0,-0.26,
Existants,J2,104,104,0,133,103.0,0.0,
Existants,J3,0,0,0,104,-1.0,,
Existants,J4,315,139,-176,290,138.0,-0.56,
Existants,J5,519,664,145,196,663.0,0.28,
Existants,J6,0,0,0,253,-1.0,,
Existants,J7,56,130,74,240,129.0,1.32,
Existants,J8,0,0,0,129,-1.0,,
Existants,J9,230,123,-107,174,122.0,-0.47,
Existants,J10,320,448,128,149,447.0,0.4,
Existants,J11,19,19,0,112,18.0,0.0,
Existants,J12,735,560,-175,93,559.0,-0.24,
Existants,J13,109,470,361,235,469.0,3.31,
Existants,J14,537,312,-225,239,311.0,-0.42,
Nouveaux acceptés,J15,,508,,346,1.47,,
Nouveaux acceptés,J16,,743,,316,2.35,,
Nouveaux acceptés,J17,,248,,343,0.72,,
Nouveaux acceptés,J18,,607,,382,1.59,,
Nouveaux acceptés,J19,,631,,299,2.11,,
