Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.83,75,75,0,0,0,0.0,0,181,97
Nouveaux acceptés,J2,0.19,,181,,,0,0.0,,181,181
Nouveaux acceptés,J3,0.4,,138,,,32,12.76,,181,106
Nouveaux acceptés,J4,0.27,,122,,,0,0.0,,181,146
