Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,43,0,-43,61,-1.0,-1.0,
Existants,J2,46,31,-15,92,30.0,-0.33,
Existants,J3,0,15,15,73,14.0,,
Existants,J4,113,119,6,124,118.0,0.05,
Nouveaux acceptés,J5,,72,,231,0.31,,
Nouveaux acceptés,J6,,175,,284,0.62,,
Nouveaux acceptés,J7,,224,,270,0.83,,
Nouveaux acceptés,J8,,120,,269,0.45,,
Nouveaux acceptés,J9,,297,,261,1.14,,
Nouveaux acceptés,J10,,191,,176,1.09,,
Nouveaux acceptés,J11,,111,,198,0.56,,
