Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,43,43,0,61,42.0,0.0,
Existants,J2,46,46,0,92,45.0,0.0,
Existants,J3,0,0,0,73,-1.0,,
Existants,J4,113,170,57,124,169.0,0.5,
Nouveaux acceptés,J5,,318,,278,1.14,,
Nouveaux acceptés,J6,,432,,234,1.85,,
Nouveaux acceptés,J7,,171,,268,0.64,,
Nouveaux acceptés,J8,,0,,264,0.0,,
Nouveaux acceptés,J9,,416,,361,1.15,,
Nouveaux acceptés,J10,,110,,259,0.42,,
Nouveaux acceptés,J11,,1,,243,0.0,,
Nouveaux acceptés,J12,,235,,254,0.93,,
Nouveaux acceptés,J13,,376,,265,1.42,,
Nouveaux acceptés,J14,,463,,244,1.9,,
Nouveaux acceptés,J15,,247,,263,0.94,,
