Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,245,261,16,83,99,99.0,16,347,162
Existants,J2,1.0,156,196,40,0,3,3.0,3,347,193
Nouveaux acceptés,J3,1.0,,347,,,167,167.0,,347,180
