Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.83,43,43,0,0,0,0.0,0,221,81
Existants,J2,0.87,70,70,0,0,0,0.0,0,221,76
Existants,J3,0.92,165,165,0,73,73,67.42,0,221,92
Existants,J4,0.82,107,107,0,0,0,0.0,0,221,107
Nouveaux acceptés,J5,0.33,,221,,,106,35.41,,221,115
