Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.9,92,92,0,23,23,20.64,0,268,69
Existants,J2,0.92,67,67,0,0,0,0.0,0,268,116
Existants,J3,0.85,233,180,-53,61,8,6.76,-53,268,172
Existants,J4,0.94,203,208,5,79,84,78.64,5,268,124
Nouveaux acceptés,J5,0.2,,268,,,22,4.3,,268,246
