Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,386,386,0,106,385.0,0.0,
Existants,J2,411,411,0,148,410.0,0.0,
Existants,J3,57,57,0,186,56.0,0.0,
Existants,J4,0,0,0,198,-1.0,,
Existants,J5,35,35,0,64,34.0,0.0,
Existants,J6,0,0,0,96,-1.0,,
Existants,J7,186,186,0,138,185.0,0.0,
Existants,J8,313,313,0,146,312.0,0.0,
Nouveaux acceptés,J9,,0,,684,0.0,,
Nouveaux acceptés,J10,,181,,616,0.29,,
Nouveaux acceptés,J11,,185,,687,0.27,,
Nouveaux acceptés,J12,,0,,624,0.0,,
Nouveaux acceptés,J13,,109,,646,0.17,,
Nouveaux acceptés,J14,,254,,673,0.38,,
Nouveaux acceptés,J15,,263,,703,0.37,,
