Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.87,45,45,0,0,0,0.0,0,245,90
Nouveaux acceptés,J2,0.34,,200,,,11,3.76,,245,189
Nouveaux acceptés,J3,0.27,,245,,,143,38.45,,245,102
Nouveaux acceptés,J4,0.08,,155,,,38,3.16,,245,117
