Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,84,84,0,0,0,0.0,0,324,93
Existants,J2,1.0,140,140,0,0,0,0.0,0,324,167
Nouveaux acceptés,J3,1.0,,301,,,67,67.0,,324,234
Nouveaux acceptés,J4,1.0,,185,,,6,6.0,,324,179
Nouveaux acceptés,J5,1.0,,324,,,60,60.0,,324,264
