Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,162,-1.0,,
Existants,J2,167,165,-2,105,164.0,-0.01,
Existants,J3,175,415,240,129,414.0,1.37,
Existants,J4,0,0,0,194,-1.0,,
Existants,J5,156,154,-2,79,153.0,-0.01,
Nouveaux acceptés,J6,,172,,186,0.92,,
Nouveaux acceptés,J7,,51,,136,0.38,,
Nouveaux acceptés,J8,,140,,175,0.8,,
Nouveaux acceptés,J9,,268,,120,2.23,,
Nouveaux acceptés,J10,,24,,169,0.14,,
Nouveaux acceptés,J11,,121,,200,0.6,,
Nouveaux acceptés,J12,,276,,196,1.41,,
Nouveaux acceptés,J13,,92,,172,0.53,,
