Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.99,104,140,36,0,0,0.0,0,189,146
Nouveaux acceptés,J2,0.39,,85,,,0,0.0,,189,108
Nouveaux acceptés,J3,0.35,,189,,,59,20.41,,189,130
