Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,77,-1.0,,
Existants,J2,14,14,0,143,13.0,0.0,
Existants,J3,121,153,32,64,152.0,0.26,
Existants,J4,144,228,84,115,227.0,0.58,
Existants,J5,225,304,79,100,303.0,0.35,
Nouveaux acceptés,J6,,250,,264,0.95,,
Nouveaux acceptés,J7,,0,,290,0.0,,
Nouveaux acceptés,J8,,295,,285,1.04,,
Nouveaux acceptés,J9,,271,,202,1.34,,
Nouveaux acceptés,J10,,534,,289,1.85,,
Nouveaux acceptés,J11,,298,,222,1.34,,
Nouveaux acceptés,J12,,0,,256,0.0,,
Nouveaux acceptés,J13,,484,,224,2.16,,
Nouveaux acceptés,J14,,327,,303,1.08,,
Nouveaux acceptés,J15,,276,,298,0.93,,
Nouveaux acceptés,J16,,439,,297,1.48,,
Nouveaux acceptés,J17,,160,,307,0.52,,
