Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,111,-1.0,,
Existants,J2,167,246,79,91,245.0,0.47,
Existants,J3,40,19,-21,110,18.0,-0.53,
Existants,J4,99,100,1,153,99.0,0.01,
Existants,J5,62,115,53,82,114.0,0.85,
Nouveaux acceptés,J6,,0,,322,0.0,,
Nouveaux acceptés,J7,,174,,223,0.78,,
Nouveaux acceptés,J8,,268,,261,1.03,,
Nouveaux acceptés,J9,,298,,292,1.02,,
Nouveaux acceptés,J10,,462,,343,1.35,,
Nouveaux acceptés,J11,,565,,277,2.04,,
Nouveaux acceptés,J12,,0,,204,0.0,,
Nouveaux acceptés,J13,,476,,230,2.07,,
Nouveaux acceptés,J14,,0,,123,0.0,,
Nouveaux acceptés,J15,,528,,284,1.86,,
Nouveaux acceptés,J16,,301,,222,1.36,,
