Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,54,126,72,208,125.0,1.33,
Existants,J2,0,0,0,129,-1.0,,
Existants,J3,119,17,-102,213,16.0,-0.86,
Existants,J4,208,167,-41,177,166.0,-0.2,
Existants,J5,353,402,49,191,401.0,0.14,
Existants,J6,41,282,241,181,281.0,5.88,
Existants,J7,241,219,-22,206,218.0,-0.09,
Existants,J8,0,9,9,170,8.0,,
Existants,J9,0,0,0,219,-1.0,,
Existants,J10,0,18,18,82,17.0,,
Nouveaux acceptés,J11,,310,,277,1.12,,
Nouveaux acceptés,J12,,480,,205,2.34,,
