Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.96,83,83,0,0,0,0.0,0,235,124
Nouveaux acceptés,J2,0.27,,197,,,41,11.16,,235,156
Nouveaux acceptés,J3,0.3,,182,,,33,10.03,,235,149
Nouveaux acceptés,J4,0.07,,235,,,69,5.01,,235,166
