Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.85,111,111,0,37,37,31.27,0,212,74
Existants,J2,0.94,77,77,0,0,0,0.0,0,212,106
Existants,J3,0.89,57,57,0,0,0,0.0,0,212,87
Nouveaux acceptés,J4,0.05,,212,,,0,0.0,,212,257
