Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.86,90,90,0,0,0,0.0,0,203,126
Existants,J2,0.84,134,160,26,83,109,91.09,26,203,51
Existants,J3,0.83,78,90,12,0,0,0.0,0,203,98
Existants,J4,0.86,182,203,21,89,110,94.98,21,203,93
Nouveaux acceptés,J5,0.15,,154,,,17,2.54,,203,137
