Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,501,406,-95,240,405.0,-0.19,
Existants,J2,0,0,0,171,-1.0,,
Existants,J3,0,0,0,201,-1.0,,
Existants,J4,389,734,345,201,733.0,0.89,
Existants,J5,0,0,0,236,-1.0,,
Existants,J6,445,609,164,209,608.0,0.37,
Existants,J7,176,247,71,250,246.0,0.4,
Existants,J8,117,117,0,204,116.0,0.0,
Existants,J9,0,0,0,83,-1.0,,
Existants,J10,177,177,0,96,176.0,0.0,
Nouveaux acceptés,J11,,838,,520,1.61,,
Nouveaux acceptés,J12,,557,,508,1.1,,
Nouveaux acceptés,J13,,717,,517,1.39,,
Nouveaux acceptés,J14,,948,,508,1.87,,
Nouveaux acceptés,J15,,214,,503,0.43,,
Nouveaux acceptés,J16,,92,,467,0.2,,
Nouveaux acceptés,J17,,666,,506,1.32,,
Nouveaux acceptés,J18,,0,,461,0.0,,
Nouveaux acceptés,J19,,529,,456,1.16,,
Nouveaux acceptés,J20,,514,,512,1.0,,
