Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.95,119,103,-16,64,48,45.51,-16,295,55
Existants,J2,0.83,87,151,64,0,40,33.31,40,295,111
Nouveaux acceptés,J3,0.31,,266,,,141,43.75,,295,125
Nouveaux acceptés,J4,0.23,,65,,,0,0.0,,295,108
Nouveaux acceptés,J5,0.39,,295,,,139,53.79,,295,156
