Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,122,122,0,114,121.0,0.0,
Existants,J2,17,17,0,96,16.0,0.0,
Existants,J3,162,162,0,144,161.0,0.0,
Existants,J4,2,2,0,87,1.0,0.0,
Existants,J5,70,70,0,99,69.0,0.0,
Nouveaux acceptés,J6,,253,,371,0.68,,
Nouveaux acceptés,J7,,0,,291,0.0,,
Nouveaux acceptés,J8,,347,,357,0.97,,
Nouveaux acceptés,J9,,42,,316,0.13,,
Nouveaux acceptés,J10,,351,,347,1.01,,
Nouveaux acceptés,J11,,197,,356,0.55,,
Nouveaux acceptés,J12,,253,,365,0.69,,
Nouveaux acceptés,J13,,107,,317,0.34,,
