Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,4,-6,120,3.0,-0.6,
Existants,J2,0,0,0,110,-1.0,,
Existants,J3,71,85,14,162,84.0,0.2,
Existants,J4,0,0,0,103,-1.0,,
Nouveaux acceptés,J5,,603,,236,2.56,,
Nouveaux acceptés,J6,,160,,229,0.7,,
Nouveaux acceptés,J7,,448,,263,1.7,,
Nouveaux acceptés,J8,,481,,283,1.7,,
Nouveaux acceptés,J9,,53,,259,0.2,,
Nouveaux acceptés,J10,,239,,266,0.9,,
Nouveaux acceptés,J11,,138,,284,0.49,,
Nouveaux acceptés,J12,,537,,233,2.3,,
Nouveaux acceptés,J13,,498,,371,1.34,,
Nouveaux acceptés,J14,,150,,233,0.64,,
Nouveaux acceptés,J15,,95,,175,0.54,,
