Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,155,155,0,11,11,11.0,0,155,144
Existants,J2,1.0,148,148,0,4,4,4.0,0,155,144
