Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.89,115,115,0,0,0,0.0,0,238,136
Existants,J2,0.99,180,180,0,74,74,73.08,0,238,106
Nouveaux acceptés,J3,0.12,,238,,,0,0.0,,238,242
