Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,0,-10,162,-1.0,-1.0,
Existants,J2,159,182,23,105,181.0,0.14,
Existants,J3,167,185,18,129,184.0,0.11,
Existants,J4,27,0,-27,194,-1.0,-1.0,
Existants,J5,148,139,-9,79,138.0,-0.06,
Nouveaux acceptés,J6,,151,,130,1.16,,
Nouveaux acceptés,J7,,261,,186,1.4,,
Nouveaux acceptés,J8,,333,,136,2.45,,
Nouveaux acceptés,J9,,240,,175,1.37,,
Nouveaux acceptés,J10,,293,,128,2.29,,
Nouveaux acceptés,J11,,170,,200,0.85,,
Nouveaux acceptés,J12,,317,,172,1.84,,
