Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,57,7,-50,130,6.0,-0.88,
Existants,J2,0,0,0,116,-1.0,,
Existants,J3,0,10,10,180,9.0,,
Nouveaux acceptés,J4,,182,,192,0.95,,
Nouveaux acceptés,J5,,75,,149,0.5,,
Nouveaux acceptés,J6,,72,,251,0.29,,
