Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,100,-1.0,,
Existants,J2,23,23,0,121,22.0,0.0,
Nouveaux acceptés,J3,,0,,210,0.0,,
