Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,223,440,217,157,439.0,0.97,
Existants,J2,8,8,0,103,7.0,0.0,
Existants,J3,38,97,59,172,96.0,1.55,
Existants,J4,311,380,69,150,379.0,0.22,
Existants,J5,8,67,59,140,66.0,7.38,
Existants,J6,431,442,11,161,441.0,0.03,
Existants,J7,428,214,-214,180,213.0,-0.5,
Existants,J8,170,92,-78,96,91.0,-0.46,
Nouveaux acceptés,J9,,520,,261,1.99,,
Nouveaux acceptés,J10,,550,,373,1.47,,
Nouveaux acceptés,J11,,383,,291,1.32,,
Nouveaux acceptés,J12,,312,,356,0.88,,
Nouveaux acceptés,J13,,79,,240,0.33,,
Nouveaux acceptés,J14,,517,,344,1.5,,
