Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,128,94,-34,123,93.0,-0.27,
Existants,J2,18,18,0,75,17.0,0.0,
Existants,J3,53,405,352,192,404.0,6.64,
Existants,J4,160,294,134,170,293.0,0.84,
Existants,J5,0,0,0,88,-1.0,,
Nouveaux acceptés,J6,,174,,244,0.71,,
Nouveaux acceptés,J7,,503,,313,1.61,,
Nouveaux acceptés,J8,,210,,317,0.66,,
Nouveaux acceptés,J9,,77,,258,0.3,,
Nouveaux acceptés,J10,,506,,275,1.84,,
Nouveaux acceptés,J11,,103,,181,0.57,,
Nouveaux acceptés,J12,,0,,207,0.0,,
Nouveaux acceptés,J13,,328,,333,0.98,,
Nouveaux acceptés,J14,,349,,338,1.03,,
Nouveaux acceptés,J15,,326,,329,0.99,,
Nouveaux acceptés,J16,,295,,308,0.96,,
Nouveaux acceptés,J17,,587,,296,1.98,,
