order_id,cut_time,nb_new_jobs,forward_size,backward_size,forward_cost,backward_cost,forward_cmax,backward_cmax,same_subset,forward_time_s,backward_time_s
2,65,7,4,7,8150,31025,435,616,False,0.9648,0.1518
