Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,313,219,-94,156,218.0,-0.3,
Existants,J2,219,233,14,136,232.0,0.06,
Existants,J3,0,0,0,187,-1.0,,
Existants,J4,231,321,90,184,320.0,0.39,
Existants,J5,451,362,-89,79,361.0,-0.2,
Existants,J6,8,8,0,118,7.0,0.0,
Existants,J7,0,0,0,72,-1.0,,
Existants,J8,82,82,0,176,81.0,0.0,
Existants,J9,71,71,0,114,70.0,0.0,
Existants,J10,71,71,0,152,70.0,0.0,
Nouveaux acceptés,J11,,438,,450,0.97,,
Nouveaux acceptés,J12,,226,,396,0.57,,
Nouveaux acceptés,J13,,176,,396,0.44,,
Nouveaux acceptés,J14,,483,,448,1.08,,
Nouveaux acceptés,J15,,344,,416,0.83,,
Nouveaux acceptés,J16,,166,,428,0.39,,
Nouveaux acceptés,J17,,260,,392,0.66,,
