Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,327,327,0,133,326.0,0.0,
Existants,J2,520,498,-22,229,497.0,-0.04,
Existants,J3,0,0,0,134,-1.0,,
Existants,J4,445,632,187,183,631.0,0.42,
Existants,J5,240,257,17,284,256.0,0.07,
Existants,J6,213,213,0,102,212.0,0.0,
Existants,J7,0,0,0,163,-1.0,,
Existants,J8,480,392,-88,239,391.0,-0.18,
Existants,J9,276,276,0,159,275.0,0.0,
Existants,J10,114,114,0,236,113.0,0.0,
Existants,J11,25,25,0,140,24.0,0.0,
Existants,J12,34,34,0,231,33.0,0.0,
Existants,J13,0,0,0,95,-1.0,,
Nouveaux acceptés,J14,,0,,491,0.0,,
Nouveaux acceptés,J15,,312,,573,0.54,,
Nouveaux acceptés,J16,,470,,589,0.8,,
Nouveaux acceptés,J17,,363,,587,0.62,,
Nouveaux acceptés,J18,,120,,517,0.23,,
