Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,34,42,8,141,41.0,0.24,
Existants,J2,71,49,-22,140,48.0,-0.31,
Nouveaux acceptés,J3,,107,,136,0.79,,
