Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,82,-1.0,,
Existants,J2,21,21,0,104,20.0,0.0,
Existants,J3,57,20,-37,128,19.0,-0.65,
Existants,J4,116,215,99,140,214.0,0.85,
Existants,J5,0,0,0,83,-1.0,,
Nouveaux acceptés,J6,,610,,283,2.16,,
Nouveaux acceptés,J7,,85,,372,0.23,,
Nouveaux acceptés,J8,,0,,231,0.0,,
Nouveaux acceptés,J9,,552,,292,1.89,,
Nouveaux acceptés,J10,,121,,284,0.43,,
Nouveaux acceptés,J11,,0,,284,0.0,,
Nouveaux acceptés,J12,,254,,317,0.8,,
Nouveaux acceptés,J13,,482,,323,1.49,,
Nouveaux acceptés,J14,,420,,358,1.17,,
Nouveaux acceptés,J15,,670,,292,2.29,,
Nouveaux acceptés,J16,,283,,242,1.17,,
Nouveaux acceptés,J17,,310,,221,1.4,,
Nouveaux acceptés,J18,,0,,190,0.0,,
