order_id,cut_time,nb_new_jobs,forward_size,backward_size,forward_cost,backward_cost,forward_cmax,backward_cmax,same_subset,forward_time_s,backward_time_s
2,100,7,4,7,5125,23425,435,630,False,1.6536,0.274
