Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,501,535,34,240,534.0,0.07,
Existants,J2,0,0,0,171,-1.0,,
Existants,J3,0,0,0,201,-1.0,,
Existants,J4,389,389,0,201,388.0,0.0,
Existants,J5,0,0,0,236,-1.0,,
Existants,J6,445,445,0,209,444.0,0.0,
Existants,J7,176,176,0,250,175.0,0.0,
Existants,J8,117,117,0,204,116.0,0.0,
Existants,J9,0,0,0,83,-1.0,,
Existants,J10,177,177,0,96,176.0,0.0,
Nouveaux acceptés,J11,,139,,818,0.17,,
Nouveaux acceptés,J12,,502,,789,0.64,,
Nouveaux acceptés,J13,,676,,844,0.8,,
Nouveaux acceptés,J14,,246,,809,0.3,,
Nouveaux acceptés,J15,,579,,783,0.74,,
Nouveaux acceptés,J16,,424,,778,0.54,,
Nouveaux acceptés,J17,,573,,844,0.68,,
Nouveaux acceptés,J18,,89,,804,0.11,,
Nouveaux acceptés,J19,,467,,785,0.59,,
Nouveaux acceptés,J20,,393,,752,0.52,,
