Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,93,-1.0,,
Existants,J2,0,0,0,167,-1.0,,
Nouveaux acceptés,J3,,181,,129,1.4,,
Nouveaux acceptés,J4,,88,,106,0.83,,
Nouveaux acceptés,J5,,149,,184,0.81,,
