Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,313,336,23,156,335.0,0.07,
Existants,J2,219,274,55,136,273.0,0.25,
Existants,J3,0,0,0,187,-1.0,,
Existants,J4,231,90,-141,184,89.0,-0.61,
Existants,J5,451,479,28,79,478.0,0.06,
Existants,J6,8,8,0,118,7.0,0.0,
Existants,J7,0,0,0,72,-1.0,,
Existants,J8,82,27,-55,176,26.0,-0.67,
Existants,J9,71,302,231,114,301.0,3.25,
Existants,J10,71,16,-55,152,15.0,-0.77,
Nouveaux acceptés,J11,,43,,443,0.1,,
Nouveaux acceptés,J12,,0,,395,0.0,,
Nouveaux acceptés,J13,,327,,439,0.74,,
Nouveaux acceptés,J14,,331,,335,0.99,,
